Date,Advances,Declines,Unchanged,Advance Decline Ratio
11-Mar-2026,1051,870,78,1.208
12-Mar-2026,935,1141,88,0.819
13-Mar-2026,1002,1072,111,0.935
16-Mar-2026,1472,505,68,2.915
17-Mar-2026,511,1453,67,0.352
18-Mar-2026,1146,881,103,1.301
19-Mar-2026,950,1140,45,0.833
20-Mar-2026,773,1325,116,0.583
23-Mar-2026,342,1639,115,0.209
24-Mar-2026,535,1500,59,0.357
25-Mar-2026,617,1338,93,0.461
26-Mar-2026,421,1585,79,0.266
27-Mar-2026,933,1058,101,0.882
30-Mar-2026,944,1115,56,0.847
31-Mar-2026,837,1246,99,0.672
01-Apr-2026,751,1298,57,0.579
02-Apr-2026,885,1166,75,0.759
03-Apr-2026,876,1115,85,0.786
06-Apr-2026,436,1603,93,0.272
07-Apr-2026,1120,931,59,1.203
08-Apr-2026,1229,844,85,1.456
09-Apr-2026,977,1007,83,0.97
10-Apr-2026,1263,747,73,1.691
13-Apr-2026,644,1295,21,0.497
14-Apr-2026,755,1329,56,0.568
15-Apr-2026,795,1222,127,0.651
16-Apr-2026,985,1084,38,0.909
17-Apr-2026,1142,841,49,1.358
20-Apr-2026,1171,886,107,1.322
21-Apr-2026,836,1260,87,0.663
22-Apr-2026,419,1635,123,0.256
23-Apr-2026,514,1386,78,0.371
24-Apr-2026,673,1396,57,0.482
27-Apr-2026,862,1088,43,0.792
28-Apr-2026,655,1330,68,0.492
29-Apr-2026,490,1505,51,0.326
30-Apr-2026,1013,1041,92,0.973
01-May-2026,543,1468,69,0.37
04-May-2026,1016,896,120,1.134
05-May-2026,494,1571,127,0.314
06-May-2026,645,1405,89,0.459
07-May-2026,364,1719,46,0.212
08-May-2026,897,1121,93,0.8
11-May-2026,553,1536,46,0.36
12-May-2026,493,1569,94,0.314
13-May-2026,1132,920,114,1.23
14-May-2026,117,1964,102,0.06
15-May-2026,846,1247,33,0.678
18-May-2026,1137,935,105,1.216
19-May-2026,817,1124,34,0.727
20-May-2026,1092,990,66,1.103
21-May-2026,1168,775,38,1.507
22-May-2026,696,1262,81,0.552
25-May-2026,380,1551,43,0.245
26-May-2026,396,1619,66,0.245
27-May-2026,474,1459,109,0.325
28-May-2026,429,1610,57,0.266
29-May-2026,1137,818,118,1.39
01-Jun-2026,412,1681,34,0.245
02-Jun-2026,1309,626,39,2.091
03-Jun-2026,319,1654,72,0.193
04-Jun-2026,369,1589,89,0.232
05-Jun-2026,954,965,67,0.989
08-Jun-2026,835,1250,129,0.668
09-Jun-2026,1061,959,55,1.106
10-Jun-2026,693,1301,70,0.533
11-Jun-2026,1007,924,56,1.09
12-Jun-2026,809,1204,123,0.672
15-Jun-2026,605,1295,53,0.467
16-Jun-2026,905,1020,53,0.887
17-Jun-2026,537,1550,129,0.346
18-Jun-2026,501,1580,81,0.317
19-Jun-2026,993,1007,103,0.986
22-Jun-2026,667,1322,88,0.505
23-Jun-2026,569,1464,70,0.389
24-Jun-2026,857,1127,46,0.76
25-Jun-2026,926,996,42,0.93
26-Jun-2026,749,1233,125,0.607
29-Jun-2026,778,1125,88,0.692
30-Jun-2026,487,1457,62,0.334
01-Jul-2026,1015,898,97,1.13
02-Jul-2026,904,1096,21,0.825
03-Jul-2026,718,1278,63,0.562
06-Jul-2026,331,1742,49,0.19
07-Jul-2026,506,1432,45,0.353
08-Jul-2026,1311,749,53,1.75
09-Jul-2026,1053,929,97,1.133
10-Jul-2026,685,1216,76,0.563
13-Jul-2026,1403,520,38,2.698
14-Jul-2026,840,1074,32,0.782
15-Jul-2026,522,1539,119,0.339
16-Jul-2026,753,1210,76,0.622
17-Jul-2026,1258,694,117,1.813
20-Jul-2026,563,1502,116,0.375
21-Jul-2026,1072,857,121,1.251
22-Jul-2026,1024,990,104,1.034
23-Jul-2026,1416,673,92,2.104
24-Jul-2026,510,1493,39,0.342
27-Jul-2026,759,1204,123,0.63
28-Jul-2026,793,1167,48,0.68
29-Jul-2026,728,1237,41,0.589
30-Jul-2026,752,1158,91,0.649
31-Jul-2026,852,1068,36,0.798
03-Aug-2026,252,1840,124,0.137
04-Aug-2026,935,1078,82,0.867
05-Aug-2026,1116,798,41,1.398
06-Aug-2026,595,1409,82,0.422
07-Aug-2026,784,1294,67,0.606
10-Aug-2026,196,1733,74,0.113
11-Aug-2026,830,1151,52,0.721
12-Aug-2026,1197,747,108,1.602
13-Aug-2026,1240,688,93,1.802
14-Aug-2026,825,1104,46,0.747
17-Aug-2026,577,1515,32,0.381
18-Aug-2026,466,1554,94,0.3
19-Aug-2026,435,1483,38,0.293
20-Aug-2026,614,1404,121,0.437
21-Aug-2026,1085,988,33,1.098
24-Aug-2026,744,1157,58,0.643
25-Aug-2026,573,1334,53,0.43
26-Aug-2026,1080,858,75,1.259
27-Aug-2026,1062,1019,32,1.042
28-Aug-2026,773,1205,40,0.641
31-Aug-2026,566,1499,53,0.378
01-Sep-2026,286,1628,55,0.176
02-Sep-2026,879,1036,37,0.848
03-Sep-2026,643,1282,65,0.502
04-Sep-2026,1149,931,114,1.234
07-Sep-2026,1001,929,86,1.078
08-Sep-2026,599,1495,125,0.401
09-Sep-2026,883,1075,52,0.821
